sample,library,date,fastq_R1,notes
LibB-250312-NipahF-CHO-bEFNB3,LibB,3/12/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250318_LH00740_0060_B232JNWLT3/Unaligned/BL_Lib_250312/LibB-250311-NipahF-CHO-bEFNB3_S118_L003_R1_001.fastq.gz,
LibB-250312-NipahF-CHO-bEFNB3-NAC,LibB,3/12/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250318_LH00740_0060_B232JNWLT3/Unaligned/BL_Lib_250312/LibB-250311-NipahF-CHO-bEFNB3-NAC_S119_L003_R1_001.fastq.gz,
LibB-250312-NipahF-CHO-bEFNB3-1A9-4000,LibB,3/12/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250318_LH00740_0060_B232JNWLT3/Unaligned/BL_Lib_250312/LibB-250311-NipahF-CHO-bEFNB3-1A9-4_S120_L003_R1_001.fastq.gz,
LibB-250312-NipahF-CHO-bEFNB3-1A9-1000,LibB,3/12/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250318_LH00740_0060_B232JNWLT3/Unaligned/BL_Lib_250312/LibB-250311-NipahF-CHO-bEFNB3-1A9-1_S121_L003_R1_001.fastq.gz,
LibB-250312-NipahF-CHO-bEFNB3-1A9-200,LibB,3/12/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250318_LH00740_0060_B232JNWLT3/Unaligned/BL_Lib_250312/LibB-250311-NipahF-CHO-bEFNB3-1A9-0_2_S122_L003_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-NAC,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-NAC_S1_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-4H3-400,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-mAb-4H3-400_S4_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-4H3-800,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-mAb-4H3-800_S5_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-4H3-1500,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-mAb-4H3-1500_S6_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-1F2-800,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-mAb-1F2-800_S8_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-1F2-1500,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-mAb-1F2-1500_S9_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-1F2-500,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-mAb-1F2-500_S10_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-2B12-1000,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-mAb-2B12-1000_S11_R1_001.fastq.gz,
LibA-250325-NipahF-CHO-bEFNB3-2B12-2500,LibA,3/25/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250327_VH00699_558_AAGMHCKM5/Unaligned/Project_blarsen/LibA-250325-NipahF-CHO-bEFNB3-mAb-2B12-2500_S12_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-VSV-1,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-VSV-CHO-1_S1_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-VSV-2,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-VSV-CHO-2_S2_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-1,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-func-1_S3_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-2,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-func-2_S4_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-NAC,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-NAC_S5_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-1A9-300,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-1A9-300_S6_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-1A9-1000,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-1A9-1000_S7_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-1A9-2000,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-1A9-2000_S8_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-2D3-400,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-2D3-400_S12_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-2D3-1000,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-2D3-1000_S13_L001_R1_001.fastq.gz,
LibA-250326-NipahF-CHO-bEFNB3-2D3-2000,LibA,3/26/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250408_LH00740_0065_B232T5GLT3/Unaligned/BL_Lib_250331/LibA-250326-NipahF-CHO-bEFNB3-2D3-2000_S14_L001_R1_001.fastq.gz,
LibA-250408-NipahF-CHO-VSV-1,LibA,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibA-250408-F-CHO-VSV-1_S1_L001_R1_001.fastq.gz,250311-LibA-33hpt-proteinCol
LibA-250408-NipahF-CHO-VSV-2,LibA,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibA-250408-F-CHO-VSV-2_S2_L001_R1_001.fastq.gz,250314-LibA-33hpt-LentiX
LibA-250408-NipahF-CHO-VSV-3,LibA,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibA-250408-F-CHO-VSV-3_S3_L001_R1_001.fastq.gz,250314-LibA-33hpt-proteinCol
LibB-250408-NipahF-CHO-VSV-1,LibB,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibB-250408-F-CHO-VSV-1_S4_L001_R1_001.fastq.gz,250303-LibB-24hr-LentiX
LibB-250408-NipahF-CHO-VSV-2,LibB,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibB-250408-F-CHO-VSV-2_S5_L001_R1_001.fastq.gz,250303-LibB-48hr-LentiX
LibA-250408-NipahF-CHO-bEFNB2-1,LibA,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibA-250408-F-CHO-bEFNB2-1_S7_L001_R1_001.fastq.gz,250312-LibA-48hpt-ProteinCol
LibA-250408-NipahF-CHO-bEFNB3-1,LibA,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibA-250408-F-CHO-bEFNB3-1_S12_L001_R1_001.fastq.gz,250312-LibA-48hr-ProteinCol
LibB-250408-NipahF-CHO-bEFNB3-1,LibB,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibB-250408-F-CHO-bEFNB3-1_S15_L001_R1_001.fastq.gz,250303-LibB-48hr-LentiX
LibA-250408-NipahF-CHO-VSV1-2nd-diluted,LibA,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibA-250408-F-CHO-VSV-1-2nd-diluted_S17_L001_R1_001.fastq.gz,250311-LibA-33hpt-proteinCol
LibB-250408-NipahF-CHO-VSV1-2nd-diluted,LibB,4/8/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250411_LH00740_0066_A232Y5WLT3/Unaligned/BL_Lib_250408/LibB-250408-F-CHO-VSV-1-2nd-diluted_S18_L001_R1_001.fastq.gz,250303-LibB-24hr-LentiX
LibB-250411-NipahF-CHO-bEFNB3-NAC,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-NAC_S1_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-4H3-400,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-4H3-400_S2_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-4H3-1100,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-4H3-1100_S3_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-2D3-500,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-2D3-500_S4_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-2D3-1100,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-2D3-1100_S5_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-1A9-700,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-1A9-700_S6_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-1F2-450,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-1F2-450_S8_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-1F2-1200,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-1F2-1200_S9_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-2B12-1500,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-2B12-1500_S12_L001_R1_001.fastq.gz,
LibB-250411-NipahF-CHO-bEFNB3-2B12-4000,LibB,4/11/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250411-NipahF-CHO-bEFNB3-2B12-4000_S13_L001_R1_001.fastq.gz,
LibA-250415-NipahF-CHO-bEFNB3-NAC,LibA,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibA-250415-NipahF-CHO-bEFNB3-NAC_S14_L001_R1_001.fastq.gz,
LibA-250415-NipahF-CHO-bEFNB3-12B2-200,LibA,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibA-250415-NipahF-CHO-bEFNB3-12B2-200_S15_L001_R1_001.fastq.gz,
LibA-250415-NipahF-CHO-bEFNB3-12B2-500,LibA,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibA-250415-NipahF-CHO-bEFNB3-12B2-500_S16_L001_R1_001.fastq.gz,
LibA-250415-NipahF-CHO-bEFNB3-12B2-1000,LibA,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibA-250415-NipahF-CHO-bEFNB3-12B2-1000_S17_L001_R1_001.fastq.gz,
LibA-250415-NipahF-CHO-bEFNB3-12B2-2000,LibA,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibA-250415-NipahF-CHO-bEFNB3-12B2-2000_S18_L001_R1_001.fastq.gz,
LibA-250415-NipahF-CHO-bEFNB3-12B2-4000,LibA,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibA-250415-NipahF-CHO-bEFNB3-12B2-4000_S19_L001_R1_001.fastq.gz,
LibB-250415-NipahF-CHO-bEFNB3-NAC,LibB,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250415-NipahF-CHO-bEFNB3-NAC_S20_L001_R1_001.fastq.gz,
LibB-250415-NipahF-CHO-bEFNB3-12B2-200,LibB,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250415-NipahF-CHO-bEFNB3-12B2-200_S21_L001_R1_001.fastq.gz,
LibB-250415-NipahF-CHO-bEFNB3-12B2-500,LibB,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250415-NipahF-CHO-bEFNB3-12B2-500_S22_L001_R1_001.fastq.gz,
LibB-250415-NipahF-CHO-bEFNB3-12B2-1000,LibB,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250415-NipahF-CHO-bEFNB3-12B2-1000_S23_L001_R1_001.fastq.gz,
LibB-250415-NipahF-CHO-bEFNB3-12B2-2000,LibB,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250415-NipahF-CHO-bEFNB3-12B2-2000_S24_L001_R1_001.fastq.gz,
LibB-250415-NipahF-CHO-bEFNB3-12B2-4000,LibB,4/15/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/20250423_LH00740_0069_B23332NLT3/Unaligned/BL_Lib_250415/LibB-250415-NipahF-CHO-bEFNB3-12B2-4000_S25_L001_R1_001.fastq.gz,
LibA-250429-NipahF-VSV-CHO-1,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-VSV-CHO-1_S1_R1_001.fastq.gz,
LibA-250429-NipahF-VSV-CHO-2,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-VSV-CHO-2_S2_R1_001.fastq.gz,
LibB-250429-NipahF-VSV-CHO-1,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-VSV-CHO-1_S3_R1_001.fastq.gz,
LibB-250429-NipahF-VSV-CHO-2,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-VSV-CHO-2_S4_R1_001.fastq.gz,
LibA-250429-NipahF-CHO-bEFNB2-1,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-CHO-bEFNB2-1_S5_R1_001.fastq.gz,
LibA-250429-NipahF-CHO-bEFNB2-2,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-CHO-bEFNB2-2_S6_R1_001.fastq.gz,
LibB-250429-NipahF-CHO-bEFNB2-1,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-CHO-bEFNB2-1_S7_R1_001.fastq.gz,
LibB-250429-NipahF-CHO-bEFNB2-2,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-CHO-bEFNB2-2_S8_R1_001.fastq.gz,
LibA-250429-NipahF-CHO-bEFNB3,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-CHO-bEFNB3_S9_R1_001.fastq.gz,
LibB-250429-NipahF-CHO-bEFNB3,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-CHO-bEFNB3_S10_R1_001.fastq.gz,
LibA-250429-NipahF-CHO-bEFNB3-NAC,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-CHO-bEFNB3-NAC_S11_R1_001.fastq.gz,
LibA-250429-NipahF-CHO-bEFNB3-1F2-500,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-CHO-bEFNB3-1F2-500_S15_R1_001.fastq.gz,
LibA-250429-NipahF-CHO-bEFNB3-1F2-1100,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-CHO-bEFNB3-1F2-1100_S16_R1_001.fastq.gz,
LibA-250429-NipahF-CHO-bEFNB3-1F2-1500,LibA,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibA-250429-NipahF-CHO-bEFNB3-1F2-1500_S17_R1_001.fastq.gz,
LibB-250429-NipahF-CHO-bEFNB3-NAC,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-CHO-bEFNB3-NAC_S18_R1_001.fastq.gz,
LibB-250429-NipahF-CHO-bEFNB3-1F2-500,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-CHO-bEFNB3-1F2-500_S22_R1_001.fastq.gz,
LibB-250429-NipahF-CHO-bEFNB3-1F2-1100,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-CHO-bEFNB3-1F2-1100_S23_R1_001.fastq.gz,
LibB-250429-NipahF-CHO-bEFNB3-1F2-1500,LibB,4/29/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH01189_375_AAGYMYFM5/Unaligned/Project_blarsen/LibB-250429-NipahF-CHO-bEFNB3-1F2-1500_S24_R1_001.fastq.gz,
